Sentence,Word,category,hierarchical,non-hierarchical,non-hierarchical-definitor
9,špilja,,,HAS_ATTRIBUTE,
9,.,,,,
10,mikrokaverna,A.2_Underground_landform,DEFINIENDUM,,
10,:,,,,
10,Obuhvaća,,,,
10,sve,,,,
10,šupljine,,GENUS,,
10,u,,GENUS,,
10,stijeni,,GENUS,,
10,promjera,,,HAS_SIZE,frame_SIZE
10,manjeg,,,HAS_SIZE,frame_SIZE
10,od,,,HAS_SIZE,frame_SIZE
10,"0,1",,,HAS_SIZE,
10,cm,,,HAS_SIZE,
10,",",,,,
10,uključujući,,,HAS_SIZE,
10,mikroskopske,,,HAS_SIZE,
10,veličine,,,HAS_SIZE,
10,.,,,,
11,mikro-obodna,A.2_Underground_landform,DEFINIENDUM,,
11,barijera,A.2_Underground_landform,DEFINIENDUM,,
11,:,,,,
11,Mala,,,,
11,obodna,A.2_Underground_landform,GENUS,,
11,veličine,,,HAS_SIZE,frame_SIZE
11,nekoliko,,,HAS_SIZE,
11,milimetara,,,HAS_SIZE,
11,.,,,,
12,mikrokrš,C._Geome,DEFINIENDUM,,
12,:,,,,
12,Krška,C._Geome,GENUS,,
12,topografija,C._Geome,GENUS,,
12,kod,,,HAS_ATTRIBUTE,frame_ATTRIBUTE
12,koje,,,HAS_ATTRIBUTE,frame_ATTRIBUTE
12,su,,,HAS_ATTRIBUTE,frame_ATTRIBUTE
12,svi,,,HAS_ATTRIBUTE,
12,površinski,,,HAS_ATTRIBUTE,
12,oblici,,,HAS_ATTRIBUTE,
12,mali,,,HAS_ATTRIBUTE,
12,.,,,,
12,Okoliš,,GENUS,,
12,u,,,,
12,kojem,,,,
12,prevladavaju,,,CONTAINS,frame_CONTAINS
12,minorni,,,CONTAINS,
12,krški,,,CONTAINS,
12,oblici,,,CONTAINS,
12,.,,,,
12,Izraz,,,,
12,je,,,,
12,teško,,,,
12,primjenjljiv,,,,
12,jer,,,,
12,ne,,,,
12,postoje,,,,
12,brojčane,,,,
12,granice,,,,
12,.,,,,
13,mogot,A.1_Surface_landform,DEFINIENDUM,,
13,:,,,,
13,Općenito,,,HAS_ATTRIBUTE,
13,rezidualno,,,HAS_ATTRIBUTE,
13,vapnenačko,D.1_Abiotic,GENUS,,
13,brdo,D.1_Abiotic,GENUS,,
13,strmih,,,HAS_FORM,
13,padina,,,HAS_FORM,
13,u,,,HAS_LOCATION,frame_LOCATION
13,tropskom,C._Geome,,HAS_LOCATION,
13,krškom,C._Geome,,HAS_LOCATION,
13,terenu,C._Geome,,HAS_LOCATION,
13,.,,,,
14,špiljsklo,D.1_Abiotic,DEFINIENDUM,,
14,mlijeko,D.1_Abiotic,DEFINIENDUM,,
14,:,,,,
14,Kriptokristalasta,D.1_Abiotic,GENUS,,
14,tvar,D.1_Abiotic,GENUS,,
14,bijele,,,HAS_ATTRIBUTE,
14,boje,,,HAS_ATTRIBUTE,
14,koja,,,,
14,formira,,,HAS_FUNCTION,frame_FUNCTION
14,sige,D.1_Abiotic,,HAS_FUNCTION,
14,.,,,,
14,Normalno,,,,
14,je,,,,
14,izgrađena,,,COMPOSITION_MEDIUM,frame_COMPOSITION
14,od,,,COMPOSITION_MEDIUM,frame_COMPOSITION
14,karbonatnih,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,minerala,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,i,,,,
14,koja,,,,
14,",",,,,
14,kada,,,HAS_ATTRIBUTE,
14,je,,,HAS_ATTRIBUTE,
14,vlažna,,,HAS_ATTRIBUTE,
14,",",,,HAS_ATTRIBUTE,
14,na,,,HAS_ATTRIBUTE,
14,opip,,,HAS_ATTRIBUTE,
14,sliči,,,HAS_ATTRIBUTE,
14,kremi,,,HAS_ATTRIBUTE,
14,od,,,HAS_ATTRIBUTE,
14,sira,,,HAS_ATTRIBUTE,
14,",",,,,
14,a,,,,
14,kada,,,HAS_ATTRIBUTE,
14,je,,,HAS_ATTRIBUTE,
14,suha,,,HAS_ATTRIBUTE,
14,finom,,,HAS_ATTRIBUTE,
14,puderu,,,HAS_ATTRIBUTE,
14,.,,,,
14,Može,,,COMPOSITION_MEDIUM,frame_COMPOSITION
14,se,,,COMPOSITION_MEDIUM,frame_COMPOSITION
14,sastojati,,,COMPOSITION_MEDIUM,frame_COMPOSITION
14,od,,,COMPOSITION_MEDIUM,frame_COMPOSITION
14,kalcita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,",",,,COMPOSITION_MEDIUM,
14,hidromagnezita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,",",,,COMPOSITION_MEDIUM,
14,neskuehonita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,",",,,COMPOSITION_MEDIUM,
14,huntita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,",",,,COMPOSITION_MEDIUM,
14,aragonita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,",",,,COMPOSITION_MEDIUM,
14,magnezita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,ili,,,COMPOSITION_MEDIUM,
14,dolomita,D.1_Abiotic,,COMPOSITION_MEDIUM,
14,.,,,,
15,﻿pukotinski,A.2_Underground_landform,DEFINIENDUM,,
15,kanal,A.2_Underground_landform,DEFINIENDUM,,
15,:,,,,
15,Uski,,,HAS_SIZE,
15,",",,,HAS_SIZE,
15,visoki,,,HAS_SIZE,
15,kanal,A.2_Underground_landform,GENUS,,
15,u,,GENUS,HAS_LOCATION,frame_LOCATION
15,špilji,A.2_Underground_landform,GENUS,HAS_LOCATION,
15,na,,,,
15,čiji,,,,
15,je,,,,
15,oblik,,,,
15,utjecala,,,,
15,prisutna,,,,
15,pukotina,D.1_Abiotic,,,
15,ili,,,,
15,slojna,,,,
15,ili,,,,
15,rasjedna,D.1_Abiotic,,,
15,ploha,D.1_Abiotic,,,
15,.,,,,
16,škrapa,A.1_Surface_landform,DEFINIENDUM,,
16,tečenja,A.1_Surface_landform,DEFINIENDUM,,
16,:,,,,
16,žljebovi,,GENUS,HAS_FORM,
16,otapanja,B.2_Loss,GENUS,,
16,nađeni,,,HAS_LOCATION,frame_LOCATION
16,na,,,HAS_LOCATION,frame_LOCATION
16,strmim,,,HAS_LOCATION,
16,ili,,,HAS_LOCATION,
16,vertikalnim,,,HAS_LOCATION,
16,površinama,,,HAS_LOCATION,
16,s,,,CONTAINS,
16,oštrim,,,CONTAINS,
16,grebenima,,,CONTAINS,
16,između,,,CONTAINS,
16,žljebova,,,CONTAINS,
16,na,,,HAS_LOCATION,
16,razmaku,,,HAS_LOCATION,
16,od,,,HAS_LOCATION,
16,nekoliko,,,HAS_LOCATION,
16,centimetara,,,HAS_LOCATION,
16,.,,,HAS_LOCATION,
17,obodna,A.2_Underground_landform,DEFINIENDUM,,
17,pregrada,A.2_Underground_landform,DEFINIENDUM,,
17,:,,,,
17,Barijera,,GENUS,,
17,od,,,COMPOSITION_MEDIUM,frame_COMPOSITION
17,kalcita,D.1_Abiotic,,COMPOSITION_MEDIUM,
17,",",,,COMPOSITION_MEDIUM,
17,aragonita,D.1_Abiotic,,COMPOSITION_MEDIUM,
17,ili,,,COMPOSITION_MEDIUM,
17,nekog,,,COMPOSITION_MEDIUM,
17,drugog,,,COMPOSITION_MEDIUM,
17,materijala,,,COMPOSITION_MEDIUM,
17,koja,,,,
17,omogućava,,,HAS_FUNCTION,frame_FUNCTION
17,špiljskom,A.3_Hydrological_form,,HAS_FUNCTION,
17,vodotoku,A.3_Hydrological_form,,HAS_FUNCTION,
17,da,,,HAS_FUNCTION,
17,formira,,,HAS_FUNCTION,
17,jezerce,D.1_Abiotic,,HAS_FUNCTION,
17,.,,,,
17,Produkt,,,HAS_CAUSE,frame_CAUSE
17,je,,,HAS_CAUSE,frame_CAUSE
17,taloženja,B.3_Addition,,HAS_CAUSE,
17,",",,,,
17,a,,,,
17,javlja,,,HAS_LOCATION,frame_LOCATION
17,se,,,HAS_LOCATION,frame_LOCATION
17,na,,,HAS_LOCATION,frame_LOCATION
17,mjestu,,,HAS_LOCATION,
17,promjene,,,HAS_LOCATION,
17,kuta,,,HAS_LOCATION,
17,nagiba,,,HAS_LOCATION,
17,kosine,,,HAS_LOCATION,
17,vodotoka,,,HAS_LOCATION,
17,.,,,,
18,obodno,A.3_Hydrological_form,DEFINIENDUM,,
18,jezerce,A.3_Hydrological_form,DEFINIENDUM,,
18,:,,,,
18,Jezerce,D.1_Abiotic,GENUS,,
18,ili,,,,
18,bazen,D.1_Abiotic,GENUS,,
18,s,D.1_Abiotic,GENUS,,
18,vodom,D.1_Abiotic,GENUS,,
18,koji,,,,
18,je,,,,
18,formiran,,,HAS_CAUSE,frame_CAUSE
18,i,,,HAS_CAUSE,frame_CAUSE
18,ograđen,,,HAS_CAUSE,frame_CAUSE
18,obodnom,A.2_Underground_landform,,HAS_CAUSE,
18,pregradom,A.2_Underground_landform,,HAS_CAUSE,
18,.,,,,
19,škrapa,A.1_Surface_landform,DEFINIENDUM,,
19,otapanja,A.1_Surface_landform,DEFINIENDUM,,
19,:,,,,
19,Mali,,,HAS_SIZE,
19,žljebovi,,GENUS,HAS_FORM,
19,otapanja,B.2_Loss,GENUS,,
19,ravna,,,HAS_FORM,
19,dna,,,HAS_FORM,
19,",",,,,
19,široki,,,HAS_SIZE,
19,nekoliko,,,HAS_SIZE,
19,centimetara,,,HAS_SIZE,
19,i,,,,
19,s,,,HAS_FORM,
19,oštrim,,,HAS_FORM,
19,hrptima,,,HAS_FORM,
19,između,,,HAS_FORM,
19,žljebova,,,HAS_FORM,
19,",",,,,
19,koji,,,,
19,se,,,HAS_LOCATION,frame_LOCATION
19,javljaju,,,HAS_LOCATION,frame_LOCATION
19,na,,,HAS_LOCATION,frame_LOCATION
19,kosim,,,HAS_LOCATION,
19,površinama,,,HAS_LOCATION,
19,stijene,,,HAS_LOCATION,
19,.,,,,
20,izvor,A.3_Hydrological_form,DEFINIENDUM,,
20,(,,,,
20,rise,,,,
20,),,,,
20,:,,,,
20,Jamaičanski,,,,
20,izraz,,,,
20,za,,,,
20,resurgenciju,,,,
20,.,,,,
21,gomila,D.1_Abiotic,DEFINIENDUM,,
21,stijena,D.1_Abiotic,DEFINIENDUM,,
21,:,,,,
21,Hrpa,,GENUS,,
21,fragmenata,,GENUS,,
21,stijena,,GENUS,,
21,u,,,HAS_LOCATION,frame_LOCATION
21,špilji,A.2_Underground_landform,,HAS_LOCATION,
21,",",,,,
21,obično,,,,
21,nastala,,,HAS_CAUSE,frame_CAUSE
21,lokalnim,B.1_Movement,,HAS_CAUSE,
21,obrušavanjem,B.1_Movement,,HAS_CAUSE,
21,.,,,,
22,kameni,A.2_Underground_landform,DEFINIENDUM,,
22,stup,A.2_Underground_landform,DEFINIENDUM,,
22,:,,,,
22,U,,,HAS_LOCATION,frame_LOCATION
22,špilji,A.2_Underground_landform,,HAS_LOCATION,
22,",",,,,
22,stupasta,,GENUS,HAS_FORM,
22,struktura,,GENUS,HAS_FORM,
22,koja,,,HAS_ATTRIBUTE,frame_ATTRIBUTE
22,je,,,HAS_ATTRIBUTE,frame_ATTRIBUTE
22,više,,,HAS_ATTRIBUTE,
22,ostatak,,,HAS_ATTRIBUTE,
22,temeljne,D.1_Abiotic,,HAS_ATTRIBUTE,
22,stijene,D.1_Abiotic,,HAS_ATTRIBUTE,
22,nego,,,HAS_ATTRIBUTE,
22,siga,D.1_Abiotic,,HAS_ATTRIBUTE,
22,.,,,,
23,kameno,A.2_Underground_landform,DEFINIENDUM,,
23,sklonište,A.2_Underground_landform,DEFINIENDUM,,
23,:,,,,
23,Špilja,A.2_Underground_landform,GENUS,,
23,",",,,,
23,česta,,,,
23,u,,,HAS_LOCATION,frame_LOCATION
23,bazi,,,HAS_LOCATION,
23,klifa,D.1_Abiotic,,HAS_LOCATION,
23,",",,,,
23,uglavnom,,,,
23,formirana,,,COMPOSITION_MEDIUM,frame_COMPOSITION
23,u,,,COMPOSITION_MEDIUM,
23,netopivoj,D.1_Abiotic,,COMPOSITION_MEDIUM,
23,stijeni,D.1_Abiotic,,COMPOSITION_MEDIUM,
23,",",,,,
23,manje,,,HAS_FORM,
23,više,,,HAS_FORM,
23,je,,,HAS_FORM,
23,ravna,,,HAS_FORM,
23,dna,,,HAS_FORM,
23,i,,,,
23,koja,,,,
23,samo,,,HAS_ATTRIBUTE,
23,malo,,,HAS_ATTRIBUTE,
23,zadire,,,HAS_ATTRIBUTE,
23,u,,,HAS_ATTRIBUTE,
23,stijenu,,,HAS_ATTRIBUTE,
23,tako,,,HAS_ATTRIBUTE,
23,da,,,HAS_ATTRIBUTE,
23,u,,,HAS_ATTRIBUTE,
23,svaki,,,HAS_ATTRIBUTE,
23,njen,,,HAS_ATTRIBUTE,
23,dio,,,HAS_ATTRIBUTE,
23,dopire,,,HAS_ATTRIBUTE,
23,danje,,,HAS_ATTRIBUTE,
23,svetlo,,,HAS_ATTRIBUTE,
23,.,,,,
23,Strop,,,,
23,se,,,,
23,obično,,,,
23,nalazi,,,,
23,iza,,,,
23,njenih,,,,
23,bočnih,,,,
23,strana,,,,
23,.,,,,
24,stropna,A.2_Underground_landform,DEFINIENDUM,,
24,kora,A.2_Underground_landform,DEFINIENDUM,,
24,:,,,,
24,Tanka,,GENUS,HAS_SIZE,
24,siga,D.1_Abiotic,GENUS,,
24,na,,,HAS_LOCATION,frame_LOCATION
24,stropu,,,HAS_LOCATION,
24,špilje,A.2_Underground_landform,,HAS_LOCATION,
24,istaložena,,,HAS_CAUSE,frame_CAUSE
24,iz,,,HAS_CAUSE,frame_CAUSE
24,tankih,,,HAS_CAUSE,
24,filmova,,,HAS_CAUSE,
24,vode,,,HAS_CAUSE,
24,koja,,,HAS_CAUSE,
24,se,,,HAS_CAUSE,
24,procjeđuje,,,HAS_CAUSE,
24,iz,,,HAS_CAUSE,
24,pora,,,HAS_CAUSE,
24,i,,,HAS_CAUSE,
24,pukotina,,,HAS_CAUSE,
24,.,,,,
25,njuškanje,,,,
25,stropa,,,,
25,:,,,,
25,Opisuje,,,,
25,napredovanje,,,,
25,u,,,,
25,kanalu,,,,
25,ispunjenim,,,,
25,vodom,,,,
25,gotovo,,,,
25,do,,,,
25,samog,,,,
25,vrha,,,,
25,tako,,,,
25,da,,,,
25,se,,,,
25,samo,,,,
25,nos,,,,
25,može,,,,
25,nalaziti,,,,
25,iznad,,,,
25,vode,,,,
25,.,,,,
26,prostorija,A.2_Underground_landform,DEFINIENDUM,,
26,:,,,,
26,U,,,,
26,speleologiji,,,,
26,",",,,,
26,širi,,GENUS,DEFINED_AS,
26,dio,,GENUS,DEFINED_AS,
26,špilje,A.2_Underground_landform,GENUS,DEFINED_AS,
26,nego,,,DEFINED_AS,
26,što,,,DEFINED_AS,
26,je,,,DEFINED_AS,
26,kanal,A.2_Underground_landform,,DEFINED_AS,
26,",",,,DEFINED_AS,
26,ali,,,DEFINED_AS,
26,ne,,,DEFINED_AS,
26,toliko,,,DEFINED_AS,
26,velik,,,DEFINED_AS,
26,kao,,,DEFINED_AS,
26,komora,A.2_Underground_landform,,DEFINED_AS,
26,.,,,,
26,Česta,,,,
26,na,,,HAS_LOCATION,frame_LOCATION
26,raskršću,,,HAS_LOCATION,
26,zaobljena,,,,
26,škrapa,,,,
26,:,,,,
26,Škrapa,,,,
26,sa,,,,
26,zaobljenim,,,,
26,kanalima,,,,
26,između,,,,
26,kojih,,,,
26,se,,,,
26,nalaze,,,,
26,zaobljeni,,,,
26,grebeni,,,,
26,",",,,,
26,vjerojatno,,,,
26,raskrivena,,,,
26,nakon,,,,
26,formiranja,,,,
26,ispod,,,,
26,tla,,,,
26,ili,,,,
26,treseta,,,,
26,.,,,,
27,salitra,D.1_Abiotic,DEFINIENDUM,,
27,:,,,,
27,Speleološki,,,,
27,izraz,,,,
27,za,,,,
27,zemljaste,,,,
27,špiljske,D.1_Abiotic,GENUS,,
27,naslage,D.1_Abiotic,GENUS,,
27,od,,,COMPOSITION_MEDIUM,frame_COMPOSITION
27,nitratnih,D.1_Abiotic,,COMPOSITION_MEDIUM,
27,minerala,D.1_Abiotic,,COMPOSITION_MEDIUM,
27,.,,,,
28,pješčani,A.2_Underground_landform,DEFINIENDUM,,
28,stalagmit,A.2_Underground_landform,DEFINIENDUM,,
28,:,,,,
28,Stalagmit,A.2_Underground_landform,GENUS,,
28,razvijen,,,HAS_LOCATION,frame_LOCATION
28,na,,,HAS_LOCATION,frame_LOCATION
28,pijesku,D.1_Abiotic,,HAS_LOCATION,
28,",",,,,
28,a,,,,
28,izgrađen,,,COMPOSITION_MEDIUM,frame_COMPOSITION
28,je,,,COMPOSITION_MEDIUM,frame_COMPOSITION
28,od,,,COMPOSITION_MEDIUM,frame_COMPOSITION
28,pijeska,D.1_Abiotic,,COMPOSITION_MEDIUM,
28,cementiranog,,,COMPOSITION_MEDIUM,
28,s,,,COMPOSITION_MEDIUM,
28,kalcitom,D.1_Abiotic,,COMPOSITION_MEDIUM,
28,.,,,,
29,Cijednica,D.1_Abiotic,DEFINIENDUM,,
29,je,,,,
29,voda,D.1_Abiotic,GENUS,,
29,koja,,,,
29,se,,,,
29,pojavljuje,,,,
29,na,,,HAS_LOCATION,
29,kraju,,,HAS_LOCATION,
29,pukotina,A.2_Underground_landform,,HAS_LOCATION,
29,u,,,HAS_LOCATION,
29,zidovima,,,HAS_LOCATION,
29,kanala,A.3_Hydrological_form,,HAS_LOCATION,
29,ili,,,,
29,na,,,HAS_LOCATION,
29,kosom,,,HAS_LOCATION,
29,stropu,,,HAS_LOCATION,
29,i,,,,
29,cijedi,,,HAS_ATTRIBUTE,
29,se,,,HAS_ATTRIBUTE,
29,pod,,,HAS_ATTRIBUTE,
29,utjecajem,,,HAS_ATTRIBUTE,
29,sile,,,HAS_ATTRIBUTE,
29,teže,,,HAS_ATTRIBUTE,
29,.,,,,
30,Kreide,D.1_Abiotic,DEFINIENDUM,,
30,–,,,,
30,bjeliča,,,,
30,sta,,,,
30,sedimentna,D.1_Abiotic,GENUS,,
30,stijena,D.1_Abiotic,GENUS,,
30,koja,,,,
30,se,,,,
30,sastoji,,,,
30,prvenstveno,,,,
30,od,,,COMPOSITION_MEDIUM,frame_COMPOSITION
30,kalcijeva,D.1_Abiotic,,COMPOSITION_MEDIUM,
30,karbonata,D.1_Abiotic,,COMPOSITION_MEDIUM,
30,(,,,COMPOSITION_MEDIUM,
30,CaCO3,D.1_Abiotic,,COMPOSITION_MEDIUM,
30,),,,COMPOSITION_MEDIUM,
30,.,,,,
31,Zamrzavanjem,,,,
31,i,,,,
31,odmrzavanjem,,,,
31,površinskog,,,,
31,sloja,,,,
31,drobe,,,,
31,se,,,,
31,stijene,,,,
31,i,,,,
31,olakšava,,,,
31,proces,,,,
31,glacijalne,,,,
31,erozije,,,,
31,.,,,,
32,Kvantitativno,,,,
32,trasiranje,,,,
32,bojanjem,,,,
32,sastoji,,,,
32,se,,,,
32,od,,,,
32,injektiranja,,,,
32,poznate,,,,
32,količine,,,,
32,boje,,,,
32,i,,,,
32,mjerenja,,,,
32,koncentracije,,,,
32,boje,,,,
32,na,,,,
32,mjestu,,,,
32,istjecanja,,,,
32,u,,,,
32,odnosu,,,,
32,na,,,,
32,proteklo,,,,
32,vrijeme,,,,
32,.,,,,
33,Krške,A.1_Surface_landform,DEFINIENDUM,,
33,uvale,A.1_Surface_landform,DEFINIENDUM,,
33,ili,,,,
33,zavale,A.1_Surface_landform,DEFINIENDUM,,
33,su,,,,
33,prostrana,,,DEFINED_AS,
33,izdužena,,,DEFINED_AS,
33,udubljenja,,,DEFINED_AS,
33,u,,,HAS_LOCATION,frame_LOCATION
33,kršu,C._Geome,,HAS_LOCATION,
33,dužine,,,HAS_SIZE,
33,do,,,HAS_SIZE,
33,nekoliko,,,HAS_SIZE,
33,kilometara,,,HAS_SIZE,
33,",",,,,
33,a,,,,
33,nastale,,,HAS_CAUSE,frame_CAUSE
33,su,,,HAS_CAUSE,frame_CAUSE
33,kao,,,HAS_CAUSE,frame_CAUSE
33,posljedica,,,HAS_CAUSE,frame_CAUSE
33,korozivnog,,,HAS_CAUSE,
33,djelovanja,,,HAS_CAUSE,
33,vode,,,HAS_CAUSE,
33,ili,,,,
33,spajanjem,,,HAS_CAUSE,
33,više,,,HAS_CAUSE,
33,vrtača,A.1_Surface_landform,,HAS_CAUSE,
33,(,,,,
33,slika,,,,
33,2.13,,,,
33,),,,,
33,.,,,,
34,Donji,,,,
34,trijas,,,,
34,građen,,,,
34,je,,,,
34,od,,,,
34,pločastih,,,,
34,tanko,,,,
34,uslojenih,,,,
34,vapnenaca,,,,
34,",",,,,
34,pješčenjaka,,,,
34,",",,,,
34,šejlova,,,,
34,",",,,,
34,siltita,,,,
34,i,,,,
34,lapora,,,,
34,",",,,,
34,a,,,,
34,anizik,,,,
34,se,,,,
34,sastoji,,,,
34,od,,,,
34,različitih,,,,
34,tipova,,,,
