Sentence,Word,category,hierarchical,non-hierarchical,non-hierarchical-definitor
2,other,,,CONTAINS,
2,acids,D.1_Abiotic,,CONTAINS,
2,.,,,,
3,anastomosis,A.2_Underground_landform,DEFINIENDUM,,
3,:,,,,
3,A,,,DEFINED_AS,
3,network,D.3_Property,,DEFINED_AS,
3,of,,,DEFINED_AS,
3,tubular,D.1_Abiotic,,DEFINED_AS,
3,passages,D.1_Abiotic,,DEFINED_AS,
3,or,,,DEFINED_AS,
3,holes,D.1_Abiotic,,DEFINED_AS,
3,in,,,HAS_LOCATION,frame_LOCATION
3,a,,,HAS_LOCATION,frame_LOCATION
3,cave,A.2_Underground_landform,,HAS_LOCATION,
3,or,,,HAS_LOCATION,
3,in,,,HAS_LOCATION,
3,a,,,HAS_LOCATION,
3,solution,A.1_Surface_landform,,HAS_LOCATION,
3,-,A.1_Surface_landform,,HAS_LOCATION,
3,sculptured,A.1_Surface_landform,,HAS_LOCATION,
3,rock,A.1_Surface_landform,,HAS_LOCATION,
3,.,,,,
3,A,,,HAS_FORM,
3,complex,,,HAS_FORM,
3,of,,,HAS_FORM,
3,many,,,HAS_FORM,
3,irregular,,,HAS_FORM,
3,and,,,HAS_FORM,
3,repeatedly,,,HAS_FORM,
3,connected,,,HAS_FORM,
3,passages,D.1_Abiotic,,HAS_FORM,
3,.,,,,
3,Synonym,,,,
3,",",,,,
3,labryrinth,D.1_Abiotic,,,
3,.,,,,
4,anthodite,A.2_Underground_landform,DEFINIENDUM,,
4,:,,,,
4,A,,,,
4,cave,A.2_Underground_landform,GENUS,,
4,formation,A.2_Underground_landform,GENUS,,
4,composed,,,COMPOSITION_MEDIUM,frame_COMPOSITION
4,of,,,COMPOSITION_MEDIUM,frame_COMPOSITION
4,feathery,,,COMPOSITION_MEDIUM,
4,or,,,COMPOSITION_MEDIUM,
4,radiating,,,COMPOSITION_MEDIUM,
4,masses,D.1_Abiotic,,COMPOSITION_MEDIUM,
4,of,,,COMPOSITION_MEDIUM,
4,long,,,COMPOSITION_MEDIUM,
4,needlelike,,,COMPOSITION_MEDIUM,
4,crystals,D.1_Abiotic,,COMPOSITION_MEDIUM,
4,of,,,COMPOSITION_MEDIUM,
4,gypsum,D.1_Abiotic,,COMPOSITION_MEDIUM,
4,or,,,COMPOSITION_MEDIUM,
4,aragonite,D.1_Abiotic,,COMPOSITION_MEDIUM,
4,",",,,,
4,which,,,HAS_FORM,
4,radiate,,,HAS_FORM,
4,ortward,,,HAS_FORM,
4,from,,,HAS_FORM,
4,a,,,HAS_FORM,
4,common,,,HAS_FORM,
4,base,,,HAS_FORM,
4,.,,,,
4,See,,,,
4,also,,,,
4,cave,A.2_Underground_landform,,,
4,flower,A.2_Underground_landform,,,
4,.,,,,
5,apron,D.1_Abiotic,DEFINIENDUM,,
5,:,,,,
5,A,,,,
5,smooth,,,HAS_FORM,
5,bulging,,,,
5,mass,,GENUS,COMPOSITION_MEDIUM,
5,of,,GENUS,COMPOSITION_MEDIUM,frame_COMPOSITION
5,flowstone,D.1_Abiotic,GENUS,COMPOSITION_MEDIUM,
5,covering,,,HAS_LOCATION,frame_LOCATION
5,sloping,,,HAS_LOCATION,
5,projections,,,HAS_LOCATION,
5,from,,,HAS_LOCATION,
5,walls,,,HAS_LOCATION,
5,of,,,HAS_LOCATION,
5,caves,A.2_Underground_landform,,HAS_LOCATION,
5,or,,,HAS_LOCATION,
5,limestone,A.1_Surface_landform,,HAS_LOCATION,
5,cliffs,A.1_Surface_landform,,HAS_LOCATION,
5,.,,,,
6,aquifer,C._Geome,DEFINIENDUM,,
6,:,,,,
6,A,,,,
6,ground-water,D.1_Abiotic,GENUS,COMPOSITION_MEDIUM,
6,reservoir,D.1_Abiotic,GENUS,,
6,.,,,,
6,Pervious,,,HAS_ATTRIBUTE,
6,rock,D.1_Abiotic,,HAS_ATTRIBUTE,
6,that,,,HAS_ATTRIBUTE,
6,is,,,HAS_ATTRIBUTE,
6,completely,,,HAS_ATTRIBUTE,
6,saturated,,,HAS_ATTRIBUTE,
6,and,,,,
6,will,,,HAS_FUNCTION,
6,yield,,,HAS_FUNCTION,
6,water,D.1_Abiotic,,HAS_FUNCTION,
6,to,,,HAS_FUNCTION,
6,a,,,HAS_FUNCTION,
6,well,D.1_Abiotic,,HAS_FUNCTION,
6,or,,,HAS_FUNCTION,
6,spring,D.1_Abiotic,,HAS_FUNCTION,
6,.,,,,
7,aragonite,D.1_Abiotic,DEFINIENDUM,,
7,:,,,,
7,A,,,,
7,mineral,D.1_Abiotic,GENUS,,
7,composed,,,COMPOSITION_MEDIUM,frame_COMPOSITION
7,of,,,COMPOSITION_MEDIUM,frame_COMPOSITION
7,calcium,D.1_Abiotic,,COMPOSITION_MEDIUM,
7,carbonate,D.1_Abiotic,,COMPOSITION_MEDIUM,
7,",",,,COMPOSITION_MEDIUM,
7,CaCO2,D.1_Abiotic,,COMPOSITION_MEDIUM,
7,",",,,,
7,like,,,HAS_FORM,
7,calcite,,,HAS_FORM,
7,but,,,HAS_FORM,
7,differing,,,HAS_FORM,
7,in,,,HAS_FORM,
7,crystal,,,HAS_FORM,
7,form,,,HAS_FORM,
7,.,,,,
8,arete,C._Geome,DEFINIENDUM,,
8,and,,,,
8,pinnacle,C._Geome,DEFINIENDUM,,
8,karst,C._Geome,DEFINIENDUM,,
8,:,,,,
8,A,,,,
8,landscape,D.1_Abiotic,GENUS,,
8,of,,,HAS_FORM,
8,naked,,,HAS_FORM,
8,reticulated,,,HAS_FORM,
8,saw-topped,,,HAS_FORM,
8,ridges,D.1_Abiotic,,HAS_FORM,
8,having,,,HAS_FORM,
8,almost,,,HAS_FORM,
8,vertical,,,HAS_FORM,
8,slopes,D.1_Abiotic,,HAS_FORM,
8,and,,,,
8,a,,,HAS_SIZE,
8,relief,D.1_Abiotic,,HAS_SIZE,
8,of,,,HAS_SIZE,frame_SIZE
8,as,,,HAS_SIZE,frame_SIZE
8,much,,,HAS_SIZE,frame_SIZE
8,as,,,HAS_SIZE,frame_SIZE
8,120,,,HAS_SIZE,
8,meters,,,HAS_SIZE,
8,.,,,,
8,The,,,,
8,ridges,,,HAS_FORM,
8,rise,,,HAS_FORM,
8,above,,,HAS_FORM,
8,forest-covered,,,HAS_FORM,
8,corridors,D.1_Abiotic,,HAS_FORM,
8,and,,,HAS_FORM,
8,depressions,A.1_Surface_landform,,HAS_FORM,
8,.,,,,
8,Found,,,HAS_POSITION,frame_POSITION
8,in,,,HAS_POSITION,frame_POSITION
8,New,D.3.1_Geolocation,,HAS_POSITION,
8,Guinea,D.3.1_Geolocation,,HAS_POSITION,
8,at,,,HAS_POSITION,
8,elevations,,,HAS_POSITION,
8,of,,,HAS_POSITION,
8,"2,000",,,HAS_POSITION,
8,meters,,,HAS_POSITION,
8,and,,,HAS_POSITION,
8,more,,,HAS_POSITION,
8,.,,,,
9,backflooding,B._Process,DEFINIENDUM,,
9,:,,,,
9,Temporarily,,,DEFINED_AS,
9,rising,B.3_Addition,GENUS,DEFINED_AS,
9,water,D.3_Property,GENUS,DEFINED_AS,
9,level,D.3_Property,GENUS,DEFINED_AS,
9,in,,,HAS_LOCATION,frame_LOCATION
9,a,,,HAS_LOCATION,frame_LOCATION
9,cave,A.2_Underground_landform,,HAS_LOCATION,
9,caused,,,HAS_CAUSE,
9,downstream,,,HAS_CAUSE,
9,passage,D.1_Abiotic,,HAS_CAUSE,
9,being,,,HAS_CAUSE,
9,too,,,HAS_CAUSE,
9,small,,,HAS_CAUSE,
9,to,,,HAS_CAUSE,
9,pass,,,HAS_CAUSE,
9,an,,,HAS_CAUSE,
9,abnormally,,,HAS_CAUSE,
9,high,,,HAS_CAUSE,
9,discharge,D.1_Abiotic,,HAS_CAUSE,
9,.,,,,
9,The,,,,
9,excavation,,,,
9,and,,,,
9,reexcavation,,,,
9,of,,,,
9,some,,,,
9,caves,,,,
9,is,,,,
9,ascribed,,,,
9,to,,,,
9,the,,,,
9,enlarger'ent,,,,
9,of,,,,
9,a,,,,
9,passage,,,,
9,at,,,,
9,or,,,,
9,near,,,,
9,the,,,,
9,water,,,,
9,table,,,,
9,by,,,,
9,gravity,,,,
9,flow,,,,
9,alternating,,,,
9,with,,,,
9,periods,,,,
9,of,,,,
9,calcite,,,,
9,precipitation,,,,
9,.,,,,
10,bacon,A.2_Underground_landform,DEFINIENDUM,,
10,:,,,,
10,Thin,,,HAS_FORM,
10,",",,,,
10,elongated,,,HAS_FORM,
10,",",,,,
10,translucent,,,HAS_FORM,
10,flowstone,D.1_Abiotic,GENUS,,
10,having,,,CONTAINS,frame_CONTAINS
10,parallel,,,CONTAINS,
10,colored,,,CONTAINS,
10,bands,D.1_Abiotic,,CONTAINS,
10,on,,,CONTAINS,
10,or,,,,
10,projecting,,,HAS_LOCATION,frame_LOCATION
10,from,,,HAS_LOCATION,frame_LOCATION
10,roofs,D.1_Abiotic,,HAS_LOCATION,
10,and,,,HAS_LOCATION,
10,walls,D.1_Abiotic,,HAS_LOCATION,
10,of,,,HAS_LOCATION,
10,some,,,HAS_LOCATION,
10,caves,D.1_Abiotic,,HAS_LOCATION,
10,.,,,,
10,See,,,,
10,also,,,,
10,blanket,A.2_Underground_landform,,,
10,;,,,,
10,curtain,A.2_Underground_landform,,,
10,;,,,,
10,drapery,A.2_Underground_landform,,,
10,.,,,,
11,balcony,A.2_Underground_landform,DEFINIENDUM,,
11,:,,,,
11,Any,,,,
11,projection,D.1_Abiotic,GENUS,,
11,on,,GENUS,HAS_LOCATION,
11,the,,GENUS,HAS_LOCATION,
11,wall,D.1_Abiotic,GENUS,HAS_LOCATION,
11,of,,,HAS_LOCATION,
11,a,,,HAS_LOCATION,
11,cave,A.2_Underground_landform,,HAS_LOCATION,
11,large,,,HAS_SIZE,frame_SIZE
11,enough,,,HAS_SIZE,frame_SIZE
11,to,,,HAS_SIZE,
11,support,,,HAS_SIZE,
11,one,,,HAS_SIZE,
11,or,,,HAS_SIZE,
11,more,,,HAS_SIZE,
11,persons,D.2_Biotic,,HAS_SIZE,
11,.,,,,
12,beachrock,D.1_Abiotic,DEFINIENDUM,,
12,:,,,,
12,A,,,,
12,friable,,,HAS_FORM,
12,to,,,HAS_FORM,
12,indurated,,,HAS_FORM,
12,rock,D.1_Abiotic,,,
12,consisting,,,COMPOSITION_MEDIUM,frame_COMPOSITION
12,of,,,COMPOSITION_MEDIUM,frame_COMPOSITION
12,sand,D.1_Abiotic,,COMPOSITION_MEDIUM,
12,grains,D.1_Abiotic,,COMPOSITION_MEDIUM,
12,of,,,COMPOSITION_MEDIUM,
12,various,,,COMPOSITION_MEDIUM,
12,minerals,D.1_Abiotic,,COMPOSITION_MEDIUM,
12,cemented,,,COMPOSITION_MEDIUM,frame_COMPOSITION
12,by,,,COMPOSITION_MEDIUM,frame_COMPOSITION
12,calcium,D.1_Abiotic,,COMPOSITION_MEDIUM,
12,carbonate,D.1_Abiotic,,COMPOSITION_MEDIUM,
12,;,,,,
12,occurs,,,HAS_LOCATION,frame_LOCATION
12,in,,,HAS_LOCATION,frame_LOCATION
12,thin,,,HAS_LOCATION,
12,beds,D.1_Abiotic,,HAS_LOCATION,
12,dipping,,,HAS_LOCATION,
12,seaward,,,HAS_LOCATION,
12,at,,,HAS_LOCATION,
12,less,,,HAS_LOCATION,
12,than,,,HAS_LOCATION,
12,15,,,HAS_LOCATION,
12,°,,,,
12,.,,,,
12,Also,,,,
12,known,,,,
12,as,,,,
12,beach,D.1_Abiotic,,,
12,standstone,D.1_Abiotic,,,
12,.,,,,
13,bedding-plane,A.2_Underground_landform,DEFINIENDUM,,
13,cave,A.2_Underground_landform,DEFINIENDUM,,
13,:,,,,
13,A,,,,
13,passage,A.2_Underground_landform,GENUS,,
13,formed,,,HAS_LOCATION,frame_LOCATION
13,along,,,HAS_LOCATION,frame_LOCATION
13,a,,,HAS_LOCATION,frame_LOCATION
13,bedding,D.1_Abiotic,,HAS_LOCATION,
13,plane,D.1_Abiotic,,HAS_LOCATION,
13,",",,,,
13,especially,,,HAS_CAUSE,
13,when,,,HAS_CAUSE,
13,there,,,HAS_CAUSE,
13,is,,,HAS_CAUSE,
13,a,,,HAS_CAUSE,
13,difference,,,HAS_CAUSE,
13,in,,,HAS_CAUSE,
13,susceptibility,,,HAS_CAUSE,
13,to,,,HAS_CAUSE,
13,corrosion,B.4_Transformation,,HAS_CAUSE,
13,in,,,HAS_CAUSE,
13,the,,,HAS_CAUSE,
13,two,,,HAS_CAUSE,
13,beds,D.1_Abiotic,,HAS_CAUSE,
13,.,,,,
14,blade,A.2_Underground_landform,DEFINIENDUM,,
14,:,,,,
14,In,,,HAS_LOCATION,frame_LOCATION
14,a,,,HAS_LOCATION,frame_LOCATION
14,cave,A.2_Underground_landform,,HAS_LOCATION,
14,",",,,,
14,a,,,,
14,thin,,,HAS_FORM,
14,sharp,,,HAS_FORM,
14,projection,D.1_Abiotic,GENUS,,
14,jutting,,,HAS_LOCATION,frame_LOCATION
14,out,,,HAS_LOCATION,frame_LOCATION
14,from,,,HAS_LOCATION,frame_LOCATION
14,roof,D.1_Abiotic,,HAS_LOCATION,
14,",",,,HAS_LOCATION,
14,wall,D.1_Abiotic,,HAS_LOCATION,
14,",",,,HAS_LOCATION,
14,or,,,HAS_LOCATION,
14,floor,D.1_Abiotic,,HAS_LOCATION,
14,",",,,,
14,of,,,HAS_FORM,
14,which,,,HAS_FORM,
14,it,,,HAS_FORM,
14,is,,,HAS_FORM,
14,an,,,HAS_FORM,
14,integral,,,HAS_FORM,
14,part,,,HAS_FORM,
14,;,,,,
14,generally,,,HAS_CAUSE,
14,the,,,HAS_CAUSE,frame_CAUSE
14,remains,,,HAS_CAUSE,frame_CAUSE
14,of,,,HAS_CAUSE,frame_CAUSE
14,a,,,HAS_CAUSE,frame_CAUSE
14,partition,D.3_Property,,HAS_CAUSE,
14,or,,,HAS_CAUSE,
14,bridge,D.3_Property,,HAS_CAUSE,
14,.,,,,
15,Exhalation,D.3_Property,DEFINIENDUM,,
15,is,,DEFINITOR,,
15,the,,,DEFINED_AS,
15,proportion,D.3_Property,GENUS,DEFINED_AS,
15,of,,GENUS,DEFINED_AS,
15,radon,D.1_Abiotic,GENUS,DEFINED_AS,
15,produced,,,DEFINED_AS,
15,that,,,DEFINED_AS,
15,is,,,DEFINED_AS,
15,released,,,DEFINED_AS,
15,into,,,DEFINED_AS,
15,the,,,DEFINED_AS,
15,atmosphere,D.1_Abiotic,,DEFINED_AS,
15,.,,,,
16,Whiting,D.1_Abiotic,DEFINIENDUM,,
16,is,,DEFINITOR,,
16,a,,DEFINITOR,,
16,specific,,DEFINITOR,,
16,category,,DEFINITOR,,
16,of,,DEFINITOR,,
16,fine-grained,D.1_Abiotic,GENUS,,
16,filler,D.1_Abiotic,GENUS,,
16,derived,,,HAS_CAUSE,frame_CAUSE
16,by,,,HAS_CAUSE,frame_CAUSE
16,fine,B.4_Transformation,,HAS_CAUSE,
16,grinding,B.4_Transformation,,HAS_CAUSE,
16,such,,,HAS_SIZE,
16,that,,,HAS_SIZE,
16,>,,,HAS_SIZE,
16,95%,,,HAS_SIZE,
16,is,,,HAS_SIZE,
16,<,,,HAS_SIZE,
16,44,,,HAS_SIZE,
16,µm,,,HAS_SIZE,
16,.,,,,
17,Littoral,A.2_Underground_landform,DEFINIENDUM,,
17,caves,A.2_Underground_landform,DEFINIENDUM,,
17,",",,,,
17,more,,,,
17,commonly,,,,
17,known,,DEFINITOR,,
17,as,,DEFINITOR,,
17,sea,A.2_Underground_landform,DEFINIENDUM,,
17,caves,A.2_Underground_landform,DEFINIENDUM,,
17,",",,,,
17,are,,,,
17,found,,,HAS_LOCATION,frame_LOCATION
17,throughout,,,HAS_LOCATION,
17,the,,,HAS_LOCATION,
17,world,D.1_Abiotic,,HAS_LOCATION,
17,",",,,,
17,actively,,,,
17,forming,,,HAS_LOCATION,frame_LOCATION
17,along,,,HAS_LOCATION,frame_LOCATION
17,present,D.1_Abiotic,,HAS_LOCATION,
17,coastlines,D.1_Abiotic,,HAS_LOCATION,
17,and,,,,
17,as,,,,
17,relict,A.2_Underground_landform,,HAS_LOCATION,
17,sea,A.2_Underground_landform,,HAS_LOCATION,
17,caves,A.2_Underground_landform,,HAS_LOCATION,
17,on,,,HAS_LOCATION,
17,former,D.1_Abiotic,,HAS_LOCATION,
17,coastlines,D.1_Abiotic,,HAS_LOCATION,
17,.,,,,
18,Slabs,A.1_Surface_landform,DEFINIENDUM,,
18,are,,DEFINITOR,,
18,fragments,,GENUS,HAS_FORM,
18,of,,GENUS,HAS_FORM,
18,a,,GENUS,HAS_FORM,
18,single,,GENUS,HAS_FORM,
18,bed,D.1_Abiotic,GENUS,HAS_FORM,
18,",",,,,
18,generally,,,,
18,a,,,HAS_SIZE,
18,few,,,HAS_SIZE,
18,cubic,,,HAS_SIZE,
18,metres,,,HAS_SIZE,
18,in,,,HAS_SIZE,frame_SIZE
18,volume,,,HAS_SIZE,frame_SIZE
18,.,,,,
19,Moonmilk,A.2_Underground_landform,DEFINIENDUM,,
19,is,,DEFINITOR,,
19,a,,DEFINITOR,,
19,precipitate,D.1_Abiotic,GENUS,,
19,that,,,,
19,seems,,,HAS_CAUSE,
19,to,,,HAS_CAUSE,
19,be,,,HAS_CAUSE,
19,originated,,,HAS_CAUSE,frame_CAUSE
19,by,,,HAS_CAUSE,frame_CAUSE
19,microbiological,B._Process,,HAS_CAUSE,
19,reactions,B._Process,,HAS_CAUSE,
19,.,,,,
20,The,,,,
20,term,,,,
20,“,,,,
20,margin,D.3_Property,DEFINIENDUM,,
20,”,,,,
20,refers,,DEFINITOR,,
20,to,,DEFINITOR,,
20,the,,,DEFINED_AS,
20,position,D.3_Property,GENUS,DEFINED_AS,
20,of,D.3_Property,GENUS,DEFINED_AS,
20,the,D.3_Property,GENUS,DEFINED_AS,
20,cave,D.3_Property,GENUS,DEFINED_AS,
20,at,,,DEFINED_AS,
20,the,,,DEFINED_AS,
20,margin,,,DEFINED_AS,
20,of,,,DEFINED_AS,
20,the,,,DEFINED_AS,
20,lens,,,DEFINED_AS,
20,",",,,,
20,and,,,,
20,the,,,,
20,term,,,,
20,“,,,,
20,flank,D.3_Property,,,
20,”,,,,
20,refers,,,,
20,to,,,,
20,the,,,,
20,cave,,,,
20,’,,,,
20,s,,,,
20,position,D.3_Property,,,
20,under,,,HAS_LOCATION,frame_LOCATION
20,the,,,HAS_LOCATION,
20,flank,,,HAS_LOCATION,
20,of,,,HAS_LOCATION,
20,the,,,HAS_LOCATION,
20,high,D.1_Abiotic,,HAS_LOCATION,
20,ground,D.1_Abiotic,,HAS_LOCATION,
20,that,,,,
20,forms,,,HAS_CAUSE,
20,the,,,HAS_CAUSE,
20,island,D.1_Abiotic,,HAS_CAUSE,
20,.,,,,
21,Speleotherapy,E.2_Method,DEFINIENDUM,,
21,is,,DEFINITOR,,
21,a,,DEFINITOR,,
21,special,,DEFINITOR,,
21,type,,DEFINITOR,,
21,of,,DEFINITOR,,
21,medical,E.2_Method,GENUS,,
21,treatment,E.2_Method,GENUS,,
21,",",,,,
21,involving,,,COMPOSITION_MEDIUM,
21,subterranean,,,COMPOSITION_MEDIUM,
21,environments,D.1_Abiotic,,COMPOSITION_MEDIUM,
21,and,,,COMPOSITION_MEDIUM,
21,their,,,COMPOSITION_MEDIUM,
21,specific,,,COMPOSITION_MEDIUM,
21,microclimate,D.1_Abiotic,,COMPOSITION_MEDIUM,
21,.,,,,
22,Springs,A.3_Hydrological_form,GENUS,,
22,in,,,COMPOSITION_MEDIUM,frame_COMPOSITION
22,autogenic,C._Geome,,COMPOSITION_MEDIUM,
22,aquifers,C._Geome,,COMPOSITION_MEDIUM,
22,",",,,,
22,which,,,,
22,receive,,,HAS_CAUSE,
22,the,,,HAS_CAUSE,
22,bulk,,,HAS_CAUSE,
22,of,,,HAS_CAUSE,
22,their,,,HAS_CAUSE,
22,recharge,B.3_Addition,,HAS_CAUSE,
22,from,,,HAS_CAUSE,
22,a,,,HAS_CAUSE,
22,karst,C._Geome,,HAS_CAUSE,
22,surface,C._Geome,,HAS_CAUSE,
22,",",,,,
22,are,,DEFINITOR,,
22,known,,DEFINITOR,,
22,as,,DEFINITOR,,
22,exsurgences,A.3_Hydrological_form,DEFINIENDUM,,
22,",",,,,
22,and,,,,
22,exhibit,,,HAS_ATTRIBUTE,frame_ATTRIBUTE
22,less,,,HAS_ATTRIBUTE,
22,variability,,,HAS_ATTRIBUTE,
22,in,,,HAS_ATTRIBUTE,
22,discharge,B.2_Loss,,HAS_ATTRIBUTE,
22,and,,,HAS_ATTRIBUTE,
22,composition,,,HAS_ATTRIBUTE,
22,.,,,,
23,Open,A.3_Hydrological_form,DEFINIENDUM,,
23,anchialine,A.3_Hydrological_form,DEFINIENDUM,,
23,pools,A.3_Hydrological_form,DEFINIENDUM,,
23,are,,DEFINITOR,,
23,coastal,A.1_Surface_landform,GENUS,HAS_LOCATION,
23,pools,A.1_Surface_landform,GENUS,,
23,connected,,,HAS_FORM,frame_FORM
23,to,,,HAS_FORM,frame_FORM
23,the,,,HAS_FORM,
23,sea,D.1_Abiotic,,HAS_FORM,
23,by,,,HAS_FORM,
23,cave,A.2_Underground_landform,,HAS_FORM,
23,corridors,A.2_Underground_landform,,HAS_FORM,
23,.,,,,
24,Fungi,D.2_Biotic,DEFINIENDUM,,
24,are,,DEFINITOR,,
24,important,,,HAS_FUNCTION,
24,decomposers,,GENUS,HAS_FUNCTION,
24,in,,,HAS_FUNCTION,frame_LOCATION
24,caves,A.2_Underground_landform,,HAS_FUNCTION,
24,and,,,,
24,produce,,,HAS_FUNCTION,frame_FUNCTION
24,a,,,HAS_FUNCTION,
24,variety,,,HAS_FUNCTION,
24,of,,,HAS_FUNCTION,
24,extracellular,D.2_Biotic,,HAS_FUNCTION,
24,enzymes,D.2_Biotic,,HAS_FUNCTION,
24,(,,,HAS_FUNCTION,
24,lipases,,,HAS_FUNCTION,
24,",",,,HAS_FUNCTION,
24,proteinases,,,HAS_FUNCTION,
24,",",,,HAS_FUNCTION,
24,and,,,HAS_FUNCTION,
24,chitinases,,,HAS_FUNCTION,
24,),,,HAS_FUNCTION,
24,that,,,HAS_FUNCTION,
24,degrade,,,HAS_FUNCTION,
24,organic,D.2_Biotic,,HAS_FUNCTION,
24,detritus,D.2_Biotic,,HAS_FUNCTION,
24,.,,,,
25,Glaciokarstic,D.1_Abiotic,DEFINIENDUM,,
25,varves,D.1_Abiotic,DEFINIENDUM,,
25,are,,DEFINITOR,,
25,silty,,,HAS_FORM,
25,",",,,HAS_FORM,
25,laminated,,,HAS_FORM,
25,sediments,D.1_Abiotic,GENUS,HAS_FORM,
25,composed,,,COMPOSITION_MEDIUM,frame_COMPOSITION
25,largely,,,COMPOSITION_MEDIUM,
25,of,,,COMPOSITION_MEDIUM,
25,calcite,D.1_Abiotic,,COMPOSITION_MEDIUM,
25,flakes,D.1_Abiotic,,COMPOSITION_MEDIUM,
25,.,,,,
26,Vulcanospeleology,E.2_Method,DEFINIENDUM,,
26,is,,DEFINITOR,,
26,the,,,,frame_STUDIES
26,study,,GENUS,,frame_STUDIES
26,of,,GENUS,,frame_STUDIES
26,caves,A.2_Underground_landform,GENUS,STUDIES,
26,in,,,STUDIES,
26,volcanic,D.1_Abiotic,,STUDIES,
26,rocks,D.1_Abiotic,,STUDIES,
26,—,,,STUDIES,
26,primarily,,,STUDIES,
26,lava,A.2_Underground_landform,,STUDIES,
26,tube,A.2_Underground_landform,,STUDIES,
26,caves,A.2_Underground_landform,,STUDIES,
26,and,,,STUDIES,
26,open,A.2_Underground_landform,,STUDIES,
26,vertical,A.2_Underground_landform,,STUDIES,
26,volcanic,A.2_Underground_landform,,STUDIES,
26,conduits,A.2_Underground_landform,,STUDIES,
26,.,,,,
27,The,,DEFINITOR,,
27,term,,DEFINITOR,,
27,anchialine,A.3_Hydrological_form,DEFINIENDUM,,
27,was,,,,
27,coined,,,,
27,by,,,,
27,Holthuis,,,,
27,(,,,,
27,1973,,,,
27,),,,,
27,to,,DEFINITOR,,
27,describe,,DEFINITOR,,
27,pools,D.1_Abiotic,GENUS,HAS_FORM,
27,with,,,HAS_FORM,
27,no,,,HAS_FORM,
27,surface,,,HAS_FORM,
27,connection,,,HAS_FORM,
27,to,,,HAS_FORM,
27,the,,,HAS_FORM,
27,sea,D.1_Abiotic,,HAS_FORM,
27,",",,,,
27,containing,,,CONTAINS,frame_CONTAINS
27,salt,D.1_Abiotic,,CONTAINS,
27,or,,,CONTAINS,
27,brackish,D.1_Abiotic,,CONTAINS,
27,water,D.1_Abiotic,,CONTAINS,
27,",",,,,
27,which,,,,
27,fluctuates,,,OCCURS_IN_TIME,
27,with,,,OCCURS_IN_TIME,
27,the,,,OCCURS_IN_TIME,
27,tides,,,OCCURS_IN_TIME,
27,.,,,,
28,Entrances,A.1_Surface_landform,DEFINIENDUM,,
28,are,,DEFINITOR,,
28,accidental,,,HAS_CAUSE,
28,intersections,,GENUS,HAS_CAUSE,
28,of,,GENUS,HAS_CAUSE,
28,the,,GENUS,HAS_CAUSE,
28,caves,A.2_Underground_landform,GENUS,HAS_CAUSE,
28,by,,,HAS_CAUSE,frame_CAUSE
28,surface,B.2_Loss,,HAS_CAUSE,
28,erosion,B.2_Loss,,HAS_CAUSE,
28,.,,,,
29,The,,,,
29,fengcong,A.1_Surface_landform,DEFINIENDUM,,
29,is,,DEFINITOR,,
29,defined,,DEFINITOR,,
29,as,,DEFINITOR,,
29,groups,,GENUS,CONTAINS,
29,of,,GENUS,CONTAINS,
29,rocky,D.1_Abiotic,GENUS,CONTAINS,
29,hills,D.1_Abiotic,GENUS,CONTAINS,
29,or,,,CONTAINS,
